index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
274,nuzleaf,grass,dark,chlorophyll,early-bird,pickpocket,70,70,40,60,40,60,340,FALSE,FALSE,generation-iii,0,0,0,0,0,0
275,shiftry,grass,dark,chlorophyll,wind-rider,pickpocket,90,100,60,90,60,80,480,FALSE,FALSE,generation-iii,0.00936,0.91003,0.0761,0,0.32,0.05
276,taillow,normal,flying,guts,No_ability,scrappy,40,55,30,30,30,85,270,FALSE,FALSE,generation-iii,0,0,0,0,0,0
277,swellow,normal,flying,guts,No_ability,scrappy,60,85,60,75,50,125,455,FALSE,FALSE,generation-iii,0,0,0,0,0,0
278,wingull,water,flying,keen-eye,hydration,rain-dish,40,30,30,55,30,85,270,FALSE,FALSE,generation-iii,0,0,0,0,0,0
279,pelipper,water,flying,keen-eye,drizzle,rain-dish,60,50,100,95,70,65,440,FALSE,FALSE,generation-iii,0.12019,NA,NA,0,1.06,19.51
280,ralts,psychic,fairy,synchronize,trace,telepathy,28,25,25,45,35,40,198,FALSE,FALSE,generation-iii,0,0,0,0,0,0
281,kirlia,psychic,fairy,synchronize,trace,telepathy,38,35,35,65,55,50,278,FALSE,FALSE,generation-iii,0,0,0,0,0,0
282,gardevoir,psychic,fairy,synchronize,trace,telepathy,68,65,65,125,115,80,518,FALSE,FALSE,generation-iii,0.00658,0.64392,0.03996,0,0,0.32
282,gardevoir-mega,psychic,fairy,pixilate,No_ability,None,68,85,65,165,135,100,618,FALSE,FALSE,generation-iii,0,0,0,0,0,0
283,surskit,bug,water,swift-swim,No_ability,rain-dish,40,30,32,50,52,65,269,FALSE,FALSE,generation-iii,0,0,0,0,0,0
284,masquerain,bug,flying,intimidate,No_ability,unnerve,70,60,62,100,82,80,454,FALSE,FALSE,generation-iii,0,0.01418,0.00334,0,0,0
285,shroomish,grass,No_type,effect-spore,poison-heal,quick-feet,60,40,60,40,60,35,295,FALSE,FALSE,generation-iii,0,0,0,0,0,0
286,breloom,grass,fighting,effect-spore,poison-heal,technician,60,130,80,60,60,70,460,FALSE,FALSE,generation-iii,0,0.70696,0.04988,0,0.04,0.23
287,slakoth,normal,No_type,truant,No_ability,None,60,60,60,35,35,30,280,FALSE,FALSE,generation-iii,0,0,0,0,0,0
288,vigoroth,normal,No_type,vital-spirit,No_ability,None,80,80,80,55,55,90,440,FALSE,FALSE,generation-iii,0,0,0,0,0,0
289,slaking,normal,No_type,truant,No_ability,None,150,160,100,95,65,100,670,FALSE,FALSE,generation-iii,0,0.05882,0.02083,0,0.07,0.29
290,nincada,bug,ground,compound-eyes,No_ability,run-away,31,45,90,30,30,40,266,FALSE,FALSE,generation-iii,0,0,0,0,0,0
291,ninjask,bug,flying,speed-boost,No_ability,infiltrator,61,90,45,50,50,160,456,FALSE,FALSE,generation-iii,0.00493,0,0,0,0,0
292,shedinja,bug,ghost,wonder-guard,No_ability,None,1,90,45,30,30,40,236,FALSE,FALSE,generation-iii,0.65669,0,0,3.09,0,0
293,whismur,normal,No_type,soundproof,No_ability,rattled,64,51,23,51,23,28,240,FALSE,FALSE,generation-iii,0,0,0,0,0,0
294,loudred,normal,No_type,soundproof,No_ability,scrappy,84,71,43,71,43,48,360,FALSE,FALSE,generation-iii,0,0,0,0,0,0
295,exploud,normal,No_type,soundproof,No_ability,scrappy,104,91,63,91,73,68,490,FALSE,FALSE,generation-iii,0.0006,0,0,0,0,0
296,makuhita,fighting,No_type,thick-fat,guts,sheer-force,72,60,30,20,30,25,237,FALSE,FALSE,generation-iii,0,0,0,0,0,0
297,hariyama,fighting,No_type,thick-fat,guts,sheer-force,144,120,60,40,60,50,474,FALSE,FALSE,generation-iii,0,NA,0.06518,0,0,0.11
298,azurill,normal,fairy,thick-fat,huge-power,sap-sipper,50,20,40,20,40,20,190,FALSE,FALSE,generation-iii,0,0,0,0,0,0
299,nosepass,rock,No_type,sturdy,magnet-pull,sand-force,30,45,135,45,90,30,375,FALSE,FALSE,generation-iii,0,0.00011,0,0,0,0
300,skitty,normal,No_type,cute-charm,normalize,wonder-skin,50,45,45,35,35,50,260,FALSE,FALSE,generation-iii,0,0,0,0,0,0
301,delcatty,normal,No_type,cute-charm,normalize,wonder-skin,70,65,65,55,55,90,400,FALSE,FALSE,generation-iii,0,0,0,0,0,0
302,sableye,dark,ghost,keen-eye,stall,prankster,50,75,75,65,65,50,380,FALSE,FALSE,generation-iii,0.9337,NA,0.34594,1.18,0.06,0.31
302,sableye-mega,dark,ghost,magic-bounce,No_ability,None,50,85,125,85,115,20,480,FALSE,FALSE,generation-iii,0,0,0,0,0,0
303,mawile,steel,fairy,hyper-cutter,intimidate,sheer-force,50,85,85,55,55,50,380,FALSE,FALSE,generation-iii,0,0,0,0,0,0
303,mawile-mega,steel,fairy,huge-power,No_ability,None,50,105,125,55,95,50,480,FALSE,FALSE,generation-iii,0,0,0,0,0,0
304,aron,steel,rock,sturdy,rock-head,heavy-metal,50,70,100,40,40,30,330,FALSE,FALSE,generation-iii,0,0,0,0,0,0
305,lairon,steel,rock,sturdy,rock-head,heavy-metal,60,90,140,50,50,40,430,FALSE,FALSE,generation-iii,0,0,0,0,0,0
306,aggron,steel,rock,sturdy,rock-head,heavy-metal,70,110,180,60,60,50,530,FALSE,FALSE,generation-iii,0.00191,0,0,0.08,0,0
306,aggron-mega,steel,No_type,filter,No_ability,None,70,140,230,60,80,50,630,FALSE,FALSE,generation-iii,0,0,0,0,0,0
307,meditite,fighting,psychic,pure-power,No_ability,telepathy,30,40,55,40,55,60,280,FALSE,FALSE,generation-iii,0,0,0,0,0,0
308,medicham,fighting,psychic,pure-power,No_ability,telepathy,60,60,75,60,75,80,410,FALSE,FALSE,generation-iii,0,0.13938,0.03728,0,0,0
308,medicham-mega,fighting,psychic,pure-power,No_ability,None,60,100,85,80,85,100,510,FALSE,FALSE,generation-iii,0,0,0,0,0,0
309,electrike,electric,No_type,static,lightning-rod,minus,40,45,40,65,40,65,295,FALSE,FALSE,generation-iii,0,0,0,0,0,0
310,manectric,electric,No_type,static,lightning-rod,minus,70,75,60,105,60,105,475,FALSE,FALSE,generation-iii,0,0,0,0,0,0
310,manectric-mega,electric,No_type,intimidate,No_ability,None,70,75,80,135,80,135,575,FALSE,FALSE,generation-iii,0,0,0,0,0,0
311,plusle,electric,No_type,plus,No_ability,lightning-rod,60,50,40,85,75,95,405,FALSE,FALSE,generation-iii,0,0,0.00076,0,0,0
312,minun,electric,No_type,minus,No_ability,volt-absorb,60,40,50,75,85,95,405,FALSE,FALSE,generation-iii,0,0,1.00E-05,0,0,0
313,volbeat,bug,No_type,illuminate,swarm,prankster,65,73,75,47,85,85,430,FALSE,FALSE,generation-iii,0,0.10653,0.03474,0,0,0.09
314,illumise,bug,No_type,oblivious,tinted-lens,prankster,65,47,75,73,85,85,430,FALSE,FALSE,generation-iii,0,0.41323,0.01111,0,0.26,0.07
315,roselia,grass,poison,natural-cure,poison-point,leaf-guard,50,60,45,100,80,65,400,FALSE,FALSE,generation-iii,0,0,0,0,0,0
316,gulpin,poison,No_type,liquid-ooze,sticky-hold,gluttony,70,43,53,43,53,40,302,FALSE,FALSE,generation-iii,0,0,0,0,0,0
317,swalot,poison,No_type,liquid-ooze,sticky-hold,gluttony,100,73,83,73,83,55,467,FALSE,FALSE,generation-iii,0,0,0,0,0,0
318,carvanha,water,dark,rough-skin,No_ability,speed-boost,45,90,20,65,20,65,305,FALSE,FALSE,generation-iii,0,0,0,0,0,0
319,sharpedo,water,dark,rough-skin,No_ability,speed-boost,70,120,40,95,40,95,460,FALSE,FALSE,generation-iii,0,0,0,0,0,0
319,sharpedo-mega,water,dark,strong-jaw,No_ability,None,70,140,70,110,65,105,560,FALSE,FALSE,generation-iii,0,0,0,0,0,0
320,wailmer,water,No_type,water-veil,oblivious,pressure,130,70,35,70,35,60,400,FALSE,FALSE,generation-iii,0,0,0,0,0,0
321,wailord,water,No_type,water-veil,oblivious,pressure,170,90,45,90,45,60,500,FALSE,FALSE,generation-iii,0,0,0,0,0,0
322,numel,fire,ground,oblivious,simple,own-tempo,60,60,40,65,45,35,305,FALSE,FALSE,generation-iii,0,0,1.00E-05,0,0,0
323,camerupt,fire,ground,magma-armor,solid-rock,anger-point,70,100,70,105,75,40,460,FALSE,FALSE,generation-iii,0,0.01802,0.00746,0,0.04,0
323,camerupt-mega,fire,ground,sheer-force,No_ability,None,70,120,100,145,105,20,560,FALSE,FALSE,generation-iii,0,0,0,0,0,0
324,torkoal,fire,No_type,white-smoke,drought,shell-armor,70,85,140,85,70,20,470,FALSE,FALSE,generation-iii,NA,NA,NA,2.11,5.24,7.84
325,spoink,psychic,No_type,thick-fat,own-tempo,gluttony,60,25,35,70,80,60,330,FALSE,FALSE,generation-iii,0,0,0,0,0,0
326,grumpig,psychic,No_type,thick-fat,own-tempo,gluttony,80,45,65,90,110,80,470,FALSE,FALSE,generation-iii,0,0.0006,0.00121,0,0,0
327,spinda,normal,No_type,own-tempo,tangled-feet,contrary,60,60,60,60,60,60,360,FALSE,FALSE,generation-iii,0,0,0,0,0,0
328,trapinch,ground,No_type,hyper-cutter,arena-trap,sheer-force,45,100,45,45,45,10,290,FALSE,FALSE,generation-iii,0,0,0.00218,0.1,0,0.04
329,vibrava,ground,dragon,levitate,No_ability,None,50,70,50,50,50,70,340,FALSE,FALSE,generation-iii,0,0,0,0,0,0
330,flygon,ground,dragon,levitate,No_ability,None,80,100,80,80,80,100,520,FALSE,FALSE,generation-iii,0,0,0.00894,0,0,0
331,cacnea,grass,No_type,sand-veil,No_ability,water-absorb,50,85,40,85,40,35,335,FALSE,FALSE,generation-iii,0,0,0,0,0,0
332,cacturne,grass,dark,sand-veil,No_ability,water-absorb,70,115,60,115,60,55,475,FALSE,FALSE,generation-iii,0,0.00493,0.00021,0,0,0
333,swablu,normal,flying,natural-cure,No_ability,cloud-nine,45,40,60,40,75,50,310,FALSE,FALSE,generation-iii,0,0,0,0,0,0
334,altaria,dragon,flying,natural-cure,No_ability,cloud-nine,75,70,90,70,105,80,490,FALSE,FALSE,generation-iii,0.00028,0.0406,0.00669,0,0,0
334,altaria-mega,dragon,fairy,pixilate,No_ability,None,75,110,110,110,105,80,590,FALSE,FALSE,generation-iii,0,0,0,0,0,0
335,zangoose,normal,No_type,immunity,No_ability,toxic-boost,73,115,60,60,60,90,458,FALSE,FALSE,generation-iii,0,0.00043,2.00E-05,0,0,0
336,seviper,poison,No_type,shed-skin,No_ability,infiltrator,73,100,60,100,60,65,458,FALSE,FALSE,generation-iii,0,0,0,0,0,0
337,lunatone,rock,psychic,levitate,No_ability,None,90,55,65,95,85,70,460,FALSE,FALSE,generation-iii,0,0,0,0,0,0
338,solrock,rock,psychic,levitate,No_ability,None,90,95,85,55,65,70,460,FALSE,FALSE,generation-iii,0,0,0,0,0,0
339,barboach,water,ground,oblivious,anticipation,hydration,50,48,43,46,41,60,288,FALSE,FALSE,generation-iii,0,0,0,0,0,0
340,whiscash,water,ground,oblivious,anticipation,hydration,110,78,73,76,71,60,468,FALSE,FALSE,generation-iii,0,0,6.00E-05,0,0,0
341,corphish,water,No_type,hyper-cutter,shell-armor,adaptability,43,80,65,50,35,35,308,FALSE,FALSE,generation-iii,0,0,0,0,0,0
342,crawdaunt,water,dark,hyper-cutter,shell-armor,adaptability,63,120,85,90,55,55,468,FALSE,FALSE,generation-iii,0.00593,0.06258,0.01103,0,0,0
343,baltoy,ground,psychic,levitate,No_ability,None,40,40,55,40,70,55,300,FALSE,FALSE,generation-iii,0,0,0,0,0,0
344,claydol,ground,psychic,levitate,No_ability,None,60,70,105,70,120,75,500,FALSE,FALSE,generation-iii,5.00E-05,0,0,0,0,0
345,lileep,rock,grass,suction-cups,No_ability,storm-drain,66,41,77,61,87,23,355,FALSE,FALSE,generation-iii,0,0,0,0,0,0
346,cradily,rock,grass,suction-cups,No_ability,storm-drain,86,81,97,81,107,43,495,FALSE,FALSE,generation-iii,0.02295,0,0,0.04,0,0
347,anorith,rock,bug,battle-armor,No_ability,swift-swim,45,95,50,40,50,75,355,FALSE,FALSE,generation-iii,0,0,0,0,0,0
348,armaldo,rock,bug,battle-armor,No_ability,swift-swim,75,125,100,70,80,45,495,FALSE,FALSE,generation-iii,0.0008,0,0,0,0,0
349,feebas,water,No_type,swift-swim,oblivious,adaptability,20,15,20,10,55,80,200,FALSE,FALSE,generation-iii,0,0,0,0,0,0
350,milotic,water,No_type,marvel-scale,competitive,cute-charm,95,60,79,100,125,81,540,FALSE,FALSE,generation-iii,0.41164,NA,0.55265,0.14,2.54,0.38
351,castform,normal,No_type,forecast,No_ability,None,70,70,70,70,70,70,420,FALSE,FALSE,generation-iii,0,0,0,0,0,0
351,castform-sunny,fire,No_type,forecast,No_ability,None,70,70,70,70,70,70,420,FALSE,FALSE,generation-iii,0,0,0,0,0,0
351,castform-rainy,water,No_type,forecast,No_ability,None,70,70,70,70,70,70,420,FALSE,FALSE,generation-iii,0,0,0,0,0,0
351,castform-snowy,ice,No_type,forecast,No_ability,None,70,70,70,70,70,70,420,FALSE,FALSE,generation-iii,0,0,0,0,0,0
352,kecleon,normal,No_type,color-change,No_ability,protean,60,90,70,60,120,40,440,FALSE,FALSE,generation-iii,0,0,0,0,0,0
353,shuppet,ghost,No_type,insomnia,frisk,cursed-body,44,75,35,63,33,45,295,FALSE,FALSE,generation-iii,0,0,0,0,0,0
354,banette,ghost,No_type,insomnia,frisk,cursed-body,64,115,65,83,63,65,455,FALSE,FALSE,generation-iii,0,0.00069,7.00E-05,0,0,0
354,banette-mega,ghost,No_type,prankster,No_ability,None,64,165,75,93,83,75,555,FALSE,FALSE,generation-iii,0,0,0,0,0,0
355,duskull,ghost,No_type,levitate,No_ability,frisk,20,40,90,30,90,25,295,FALSE,FALSE,generation-iii,0,0,0,0,0,0
356,dusclops,ghost,No_type,pressure,No_ability,frisk,40,70,130,60,130,25,455,FALSE,FALSE,generation-iii,NA,NA,0.52334,0.35,3.68,0.38
357,tropius,grass,flying,chlorophyll,solar-power,harvest,99,68,83,72,87,51,460,FALSE,FALSE,generation-iii,0,0.05184,0.00319,0,0,0
358,chimecho,psychic,No_type,levitate,No_ability,None,75,50,80,95,90,65,455,FALSE,FALSE,generation-iii,0,0.00405,1.00E-05,0,0,0
359,absol,dark,No_type,pressure,super-luck,justified,65,130,60,75,60,75,465,FALSE,FALSE,generation-iii,0,0,0,0,0,0
359,absol-mega,dark,No_type,magic-bounce,No_ability,None,65,150,60,115,60,115,565,FALSE,FALSE,generation-iii,0,0,0,0,0,0
360,wynaut,psychic,No_type,shadow-tag,No_ability,telepathy,95,23,48,23,48,23,260,FALSE,FALSE,generation-iii,0,0,0,0,0,0
361,snorunt,ice,No_type,inner-focus,ice-body,moody,50,50,50,50,50,50,300,FALSE,FALSE,generation-iii,0,0,0,0,0,0
362,glalie,ice,No_type,inner-focus,ice-body,moody,80,80,80,80,80,80,480,FALSE,FALSE,generation-iii,0,0.0183,0.00014,0,0,0
362,glalie-mega,ice,No_type,refrigerate,No_ability,None,80,120,80,120,80,100,580,FALSE,FALSE,generation-iii,0,0,0,0,0,0
363,spheal,ice,water,thick-fat,ice-body,oblivious,70,40,50,55,50,25,290,FALSE,FALSE,generation-iii,0,0,0,0,0,0
364,sealeo,ice,water,thick-fat,ice-body,oblivious,90,60,70,75,70,45,410,FALSE,FALSE,generation-iii,0,0,0,0,0,0
365,walrein,ice,water,thick-fat,ice-body,oblivious,110,80,90,95,90,65,530,FALSE,FALSE,generation-iii,0,0,0,0,0,0
366,clamperl,water,No_type,shell-armor,No_ability,rattled,35,64,85,74,55,32,345,FALSE,FALSE,generation-iii,0,0,0,0,0,0
367,huntail,water,No_type,swift-swim,No_ability,water-veil,55,104,105,94,75,52,485,FALSE,FALSE,generation-iii,0,0,0,0,0,0
368,gorebyss,water,No_type,swift-swim,No_ability,hydration,55,84,105,114,75,52,485,FALSE,FALSE,generation-iii,0,0,0,0,0,0
369,relicanth,water,rock,swift-swim,rock-head,sturdy,100,90,130,45,65,55,485,FALSE,FALSE,generation-iii,0,0,0,0,0,0
370,luvdisc,water,No_type,swift-swim,No_ability,hydration,43,30,55,40,65,97,330,FALSE,FALSE,generation-iii,0,0,1.00E-05,0,0,0
371,bagon,dragon,No_type,rock-head,No_ability,sheer-force,45,75,60,40,30,50,300,FALSE,FALSE,generation-iii,0,0,0,0,0,0
372,shelgon,dragon,No_type,rock-head,No_ability,overcoat,65,95,100,60,50,50,420,FALSE,FALSE,generation-iii,0,0,0,0,0,0
373,salamence,dragon,flying,intimidate,No_ability,moxie,95,135,80,110,80,100,600,FALSE,FALSE,generation-iii,0.11024,0.91174,0.32471,0.14,1.06,1.82
373,salamence-mega,dragon,flying,aerilate,No_ability,None,95,145,130,120,90,120,700,FALSE,FALSE,generation-iii,0,0,0,0,0,0
374,beldum,steel,psychic,clear-body,No_ability,light-metal,40,55,80,35,60,30,300,FALSE,FALSE,generation-iii,0,0,0,0,0,0
375,metang,steel,psychic,clear-body,No_ability,light-metal,60,75,100,55,80,50,420,FALSE,FALSE,generation-iii,0,0,0,0,0,0
376,metagross,steel,psychic,clear-body,No_ability,light-metal,80,135,130,95,90,70,600,FALSE,FALSE,generation-iii,NA,0,NA,0.17,0,0.04
376,metagross-mega,steel,psychic,tough-claws,No_ability,None,80,145,150,105,110,110,700,FALSE,FALSE,generation-iii,0,0,0,0,0,0
377,regirock,rock,No_type,clear-body,No_ability,sturdy,80,100,200,50,100,50,580,TRUE,FALSE,generation-iii,0.00564,0,0.02914,0,0,0
378,regice,ice,No_type,clear-body,No_ability,ice-body,80,50,100,100,200,50,580,TRUE,FALSE,generation-iii,0,0,0.14491,0,0,0
379,registeel,steel,No_type,clear-body,No_ability,light-metal,80,75,150,75,150,50,580,TRUE,FALSE,generation-iii,0.18498,0,0.92964,0.08,0,0
380,latias,dragon,psychic,levitate,No_ability,None,80,80,90,110,130,110,600,TRUE,FALSE,generation-iii,0.0604,0,NA,0,0,0
380,latias-mega,dragon,psychic,levitate,No_ability,None,80,100,120,140,150,110,700,TRUE,FALSE,generation-iii,0,0,0,0,0,0
381,latios,dragon,psychic,levitate,No_ability,None,80,90,80,130,110,110,600,TRUE,FALSE,generation-iii,0.07504,0,0.54428,0,0,0
381,latios-mega,dragon,psychic,levitate,No_ability,None,80,130,100,160,120,110,700,TRUE,FALSE,generation-iii,0,0,0,0,0,0
382,kyogre,water,No_type,drizzle,No_ability,None,100,100,90,150,140,90,670,TRUE,FALSE,generation-iii,NA,0,NA,36.87,0,0
382,kyogre-primal,water,No_type,primordial-sea,No_ability,None,100,150,90,180,160,90,770,TRUE,FALSE,generation-iii,0,0,0,0,0,0
383,groudon,ground,No_type,drought,No_ability,None,100,150,140,100,90,90,670,TRUE,FALSE,generation-iii,NA,0,NA,26.67,0,0
383,groudon-primal,ground,fire,desolate-land,No_ability,None,100,180,160,150,90,90,770,TRUE,FALSE,generation-iii,0,0,0,0,0,0
384,rayquaza,dragon,flying,air-lock,No_ability,None,105,150,90,150,90,95,680,TRUE,FALSE,generation-iii,NA,0,NA,0.89,0,0
384,rayquaza-mega,dragon,flying,delta-stream,No_ability,None,105,180,100,180,100,115,780,TRUE,FALSE,generation-iii,0,0,0,0,0,0
385,jirachi,steel,psychic,serene-grace,No_ability,None,100,100,100,100,100,100,600,FALSE,TRUE,generation-iii,0,0,0,0,0,0
386,deoxys-normal,psychic,No_type,pressure,No_ability,None,50,150,50,150,50,150,600,FALSE,TRUE,generation-iii,0,0,0,0,0,0
386,deoxys-attack,psychic,No_type,pressure,No_ability,None,50,180,20,180,20,150,600,FALSE,TRUE,generation-iii,0,0,0,0,0,0
386,deoxys-defense,psychic,No_type,pressure,No_ability,None,50,70,160,70,160,90,600,FALSE,TRUE,generation-iii,0,0,0,0,0,0
386,deoxys-speed,psychic,No_type,pressure,No_ability,None,50,95,90,95,90,180,600,FALSE,TRUE,generation-iii,0,0,0,0,0,0
387,turtwig,grass,No_type,overgrow,No_ability,shell-armor,55,68,64,45,55,31,318,FALSE,FALSE,generation-iv,0,0,0,0,0,0
388,grotle,grass,No_type,overgrow,No_ability,shell-armor,75,89,85,55,65,36,405,FALSE,FALSE,generation-iv,0,0.00139,0,0,0,0
389,torterra,grass,ground,overgrow,No_ability,shell-armor,95,109,105,75,85,56,525,FALSE,FALSE,generation-iv,0,0.28781,0.02606,0,0.3,0
390,chimchar,fire,No_type,blaze,No_ability,iron-fist,44,58,44,58,44,61,309,FALSE,FALSE,generation-iv,0,0,0,0,0,0
391,monferno,fire,fighting,blaze,No_ability,iron-fist,64,78,52,78,52,81,405,FALSE,FALSE,generation-iv,0,0,0,0,0,0
392,infernape,fire,fighting,blaze,No_ability,iron-fist,76,104,71,104,71,108,534,FALSE,FALSE,generation-iv,0,0.16735,0.01982,0,0,0
393,piplup,water,No_type,torrent,No_ability,competitive,53,51,53,61,56,40,314,FALSE,FALSE,generation-iv,0,5.00E-05,0,0,0,0
394,prinplup,water,No_type,torrent,No_ability,competitive,64,66,68,81,76,50,405,FALSE,FALSE,generation-iv,0,1.00E-05,0,0,0,0
395,empoleon,water,steel,torrent,No_ability,competitive,84,86,88,111,101,60,530,FALSE,FALSE,generation-iv,0,NA,0.21891,0,0.39,0
396,starly,normal,flying,keen-eye,No_ability,reckless,40,55,30,30,30,60,245,FALSE,FALSE,generation-iv,0,0,0,0,0,0
397,staravia,normal,flying,intimidate,No_ability,reckless,55,75,50,40,40,80,340,FALSE,FALSE,generation-iv,0,0,0,0,0,0
398,staraptor,normal,flying,intimidate,No_ability,reckless,85,120,70,50,60,100,485,FALSE,FALSE,generation-iv,0,0.08793,0.06327,0,0.22,0.04
399,bidoof,normal,No_type,simple,unaware,moody,59,45,40,35,40,31,250,FALSE,FALSE,generation-iv,0,0,0,0,0,0
400,bibarel,normal,water,simple,unaware,moody,79,85,60,55,60,71,410,FALSE,FALSE,generation-iv,0,0,0,0,0,0
401,kricketot,bug,No_type,shed-skin,No_ability,run-away,37,25,41,25,41,25,194,FALSE,FALSE,generation-iv,0,0,0,0,0,0
402,kricketune,bug,No_type,swarm,No_ability,technician,77,85,51,55,51,65,384,FALSE,FALSE,generation-iv,0,0,0,0,0,0
403,shinx,electric,No_type,rivalry,intimidate,guts,45,65,34,40,34,45,263,FALSE,FALSE,generation-iv,0,0,0,0,0,0
404,luxio,electric,No_type,rivalry,intimidate,guts,60,85,49,60,49,60,363,FALSE,FALSE,generation-iv,0,0,0,0,0,0
405,luxray,electric,No_type,rivalry,intimidate,guts,80,120,79,95,79,70,523,FALSE,FALSE,generation-iv,0.01722,0.03165,0.00736,0,0,0
406,budew,grass,poison,natural-cure,poison-point,leaf-guard,40,30,35,50,70,55,280,FALSE,FALSE,generation-iv,0,0,0,0,0,0
407,roserade,grass,poison,natural-cure,poison-point,technician,60,70,65,125,105,90,515,FALSE,FALSE,generation-iv,9.00E-05,0,0,0,0,0
408,cranidos,rock,No_type,mold-breaker,No_ability,sheer-force,67,125,40,30,30,58,350,FALSE,FALSE,generation-iv,0,0,0,0,0,0
409,rampardos,rock,No_type,mold-breaker,No_ability,sheer-force,97,165,60,65,50,58,495,FALSE,FALSE,generation-iv,0,0,0.13404,0,0,0
410,shieldon,rock,steel,sturdy,No_ability,soundproof,30,42,118,42,88,30,350,FALSE,FALSE,generation-iv,0,0,0,0,0,0
411,bastiodon,rock,steel,sturdy,No_ability,soundproof,60,52,168,47,138,30,495,FALSE,FALSE,generation-iv,0,0,0.04438,0,0,0
412,burmy,bug,No_type,shed-skin,No_ability,overcoat,40,29,45,29,45,36,224,FALSE,FALSE,generation-iv,0,0,0,0,0,0
413,wormadam-plant,bug,grass,anticipation,No_ability,overcoat,60,59,85,79,105,36,424,FALSE,FALSE,generation-iv,0,0,0,0,0,0
413,wormadam-sandy,bug,ground,anticipation,No_ability,overcoat,60,79,105,59,85,36,424,FALSE,FALSE,generation-iv,0,0,0,0,0,0
413,wormadam-trash,bug,steel,anticipation,No_ability,overcoat,60,69,95,69,95,36,424,FALSE,FALSE,generation-iv,0,0,0,0,0,0
414,mothim,bug,flying,swarm,No_ability,tinted-lens,70,94,50,94,50,66,424,FALSE,FALSE,generation-iv,0,0,0,0,0,0
415,combee,bug,flying,honey-gather,No_ability,hustle,30,30,42,30,42,70,244,FALSE,FALSE,generation-iv,0,0,0,0,0,0
416,vespiquen,bug,flying,pressure,No_ability,unnerve,70,80,102,80,102,40,474,FALSE,FALSE,generation-iv,0,0,2.00E-05,0,0,0
417,pachirisu,electric,No_type,run-away,pickup,volt-absorb,60,45,70,45,90,95,405,FALSE,FALSE,generation-iv,0,0.03379,0.01436,0,0,0
418,buizel,water,No_type,swift-swim,No_ability,water-veil,55,65,35,60,30,85,330,FALSE,FALSE,generation-iv,0,0,0,0,0,0
419,floatzel,water,No_type,swift-swim,No_ability,water-veil,85,105,55,85,50,115,495,FALSE,FALSE,generation-iv,0,0.28577,0.0029,0,0,0
420,cherubi,grass,No_type,chlorophyll,No_ability,None,45,35,45,62,53,35,275,FALSE,FALSE,generation-iv,0,0,0,0,0,0
421,cherrim,grass,No_type,flower-gift,No_ability,None,70,60,70,87,78,85,450,FALSE,FALSE,generation-iv,0.05737,0,0,0,0,0
422,shellos,water,No_type,sticky-hold,storm-drain,sand-force,76,48,48,57,62,34,325,FALSE,FALSE,generation-iv,0,0,0,0,0,0
423,gastrodon-west,water,ground,sticky-hold,storm-drain,sand-force,111,83,68,92,82,39,475,FALSE,FALSE,generation-iv,NA,NA,NA,5.52,0.56,0.78
423,gastrodon-east,water,ground,sticky-hold,storm-drain,sand-force,111,83,68,92,82,39,475,FALSE,FALSE,generation-iv,NA,NA,0.50757,11.26,0.9,0.97
424,ambipom,normal,No_type,technician,pickup,skill-link,75,100,66,60,66,115,482,FALSE,FALSE,generation-iv,0,0.09074,0.01539,0,0,0.05
425,drifloon,ghost,flying,aftermath,unburden,flare-boost,90,50,34,60,44,70,348,FALSE,FALSE,generation-iv,0,0,0,0,0,0
426,drifblim,ghost,flying,aftermath,unburden,flare-boost,150,80,44,90,54,80,498,FALSE,FALSE,generation-iv,0.09765,0,0.36885,0,0,0.58
427,buneary,normal,No_type,run-away,klutz,limber,55,66,44,44,56,85,350,FALSE,FALSE,generation-iv,0,0,0,0,0,0
428,lopunny,normal,No_type,cute-charm,klutz,limber,65,76,84,54,96,105,480,FALSE,FALSE,generation-iv,0,0,0,0,0,0
428,lopunny-mega,normal,fighting,scrappy,No_ability,None,65,136,94,54,96,135,580,FALSE,FALSE,generation-iv,0,0,0,0,0,0
429,mismagius,ghost,No_type,levitate,No_ability,None,60,60,60,105,105,105,495,FALSE,FALSE,generation-iv,0,0.05532,0.00167,0,0,0
430,honchkrow,dark,flying,insomnia,super-luck,moxie,100,125,52,105,52,71,505,FALSE,FALSE,generation-iv,0,0.00727,0.00165,0,0,0
431,glameow,normal,No_type,limber,own-tempo,keen-eye,49,55,42,42,37,85,310,FALSE,FALSE,generation-iv,0,0,0,0,0,0
432,purugly,normal,No_type,thick-fat,own-tempo,defiant,71,82,64,64,59,112,452,FALSE,FALSE,generation-iv,0,0,0,0,0,0
433,chingling,psychic,No_type,levitate,No_ability,None,45,30,50,65,50,45,285,FALSE,FALSE,generation-iv,0,0,0,0,0,0
434,stunky,poison,dark,stench,aftermath,keen-eye,63,63,47,41,41,74,329,FALSE,FALSE,generation-iv,0,0,0,0,0,0
